,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Geographic Area,City,Median Income
9653,9653,9653,9653,9653,KS,Russell city,37027
9654,9654,9654,9654,9654,KS,Russell Springs city,16250
9655,9655,9655,9655,9655,KS,Sabetha city,43043
9656,9656,9656,9656,9656,KS,St. Francis city,38036
9657,9657,9657,9657,9657,KS,St. George city,60250
9658,9658,9658,9658,9658,KS,St. John city,52500
9659,9659,9659,9659,9659,KS,St. Marys city,47672
9660,9660,9660,9660,9660,KS,St. Paul city,50469
9661,9661,9661,9661,9661,KS,Salina city,44710
9662,9662,9662,9662,9662,KS,Satanta city,53750
9663,9663,9663,9663,9663,KS,Savonburg city,29583
9664,9664,9664,9664,9664,KS,Sawyer city,32361
9665,9665,9665,9665,9665,KS,Scammon city,36389
9666,9666,9666,9666,9666,KS,Scandia city,41250
9667,9667,9667,9667,9667,KS,Schoenchen city,60000
9668,9668,9668,9668,9668,KS,Scott City city,50800
9669,9669,9669,9669,9669,KS,Scottsville city,(X)
9670,9670,9670,9670,9670,KS,Scranton city,49167
9671,9671,9671,9671,9671,KS,Sedan city,33750
9672,9672,9672,9672,9672,KS,Sedgwick city,64167
9673,9673,9673,9673,9673,KS,Selden city,46250
9674,9674,9674,9674,9674,KS,Seneca city,38611
9675,9675,9675,9675,9675,KS,Severance city,41250
9676,9676,9676,9676,9676,KS,Severy city,26389
9677,9677,9677,9677,9677,KS,Seward city,36875
9678,9678,9678,9678,9678,KS,Sharon city,50313
9679,9679,9679,9679,9679,KS,Sharon Springs city,33417
9680,9680,9680,9680,9680,KS,Shawnee city,77271
9681,9681,9681,9681,9681,KS,Silver Lake city,60938
9682,9682,9682,9682,9682,KS,Simpson city,47083
9683,9683,9683,9683,9683,KS,Smith Center city,37586
9684,9684,9684,9684,9684,KS,Smolan city,42500
9685,9685,9685,9685,9685,KS,Soldier city,17750
9686,9686,9686,9686,9686,KS,Solomon city,50313
9687,9687,9687,9687,9687,KS,South Haven city,43750
9688,9688,9688,9688,9688,KS,South Hutchinson city,34568
9689,9689,9689,9689,9689,KS,Spearville city,60833
9690,9690,9690,9690,9690,KS,Speed city,71250
9691,9691,9691,9691,9691,KS,Spivey city,31250
9692,9692,9692,9692,9692,KS,Spring Hill city,64973
9693,9693,9693,9693,9693,KS,Stafford city,36016
9694,9694,9694,9694,9694,KS,Stark city,23000
9695,9695,9695,9695,9695,KS,Sterling city,43472
9696,9696,9696,9696,9696,KS,Stockton city,38393
9697,9697,9697,9697,9697,KS,Strong City city,32159
9698,9698,9698,9698,9698,KS,Sublette city,61719
9699,9699,9699,9699,9699,KS,Summerfield city,35357
9700,9700,9700,9700,9700,KS,Sun City city,(X)
9701,9701,9701,9701,9701,KS,Susank city,41250
9702,9702,9702,9702,9702,KS,Sylvan Grove city,37375
9703,9703,9703,9703,9703,KS,Sylvia city,30750
9704,9704,9704,9704,9704,KS,Syracuse city,44107
9705,9705,9705,9705,9705,KS,Talmage CDP,53977
9706,9706,9706,9706,9706,KS,Tampa city,50000
9707,9707,9707,9707,9707,KS,Tescott city,45455
9708,9708,9708,9708,9708,KS,Thayer city,40000
9709,9709,9709,9709,9709,KS,Timken city,28750
9710,9710,9710,9710,9710,KS,Tipton city,47500
9711,9711,9711,9711,9711,KS,Tonganoxie city,46994
9712,9712,9712,9712,9712,KS,Topeka city,42250
9713,9713,9713,9713,9713,KS,Toronto city,22500
9714,9714,9714,9714,9714,KS,Towanda city,49470
9715,9715,9715,9715,9715,KS,Tribune city,50682
9716,9716,9716,9716,9716,KS,Troy city,43417
9717,9717,9717,9717,9717,KS,Turon city,28125
9718,9718,9718,9718,9718,KS,Tyro city,54632
9719,9719,9719,9719,9719,KS,Udall city,45852
9720,9720,9720,9720,9720,KS,Ulysses city,54130
9721,9721,9721,9721,9721,KS,Uniontown city,33750
9722,9722,9722,9722,9722,KS,Utica city,25313
9723,9723,9723,9723,9723,KS,Valley Center city,59556
9724,9724,9724,9724,9724,KS,Valley Falls city,37847
9725,9725,9725,9725,9725,KS,Vassar CDP,54375
9726,9726,9726,9726,9726,KS,Vermillion city,26944
9727,9727,9727,9727,9727,KS,Victoria city,47868
9728,9728,9728,9728,9728,KS,Vining city,50625
9729,9729,9729,9729,9729,KS,Viola city,55000
9730,9730,9730,9730,9730,KS,Virgil city,26875
9731,9731,9731,9731,9731,KS,Wakarusa CDP,38321
9732,9732,9732,9732,9732,KS,WaKeeney city,50444
9733,9733,9733,9733,9733,KS,Wakefield city,64167
9734,9734,9734,9734,9734,KS,Waldo city,41250
9735,9735,9735,9735,9735,KS,Waldron city,(X)
9736,9736,9736,9736,9736,KS,Wallace city,29500
9737,9737,9737,9737,9737,KS,Walnut city,26944
9738,9738,9738,9738,9738,KS,Walton city,46458
9739,9739,9739,9739,9739,KS,Wamego city,51430
9740,9740,9740,9740,9740,KS,Washington city,42500
9741,9741,9741,9741,9741,KS,Waterville city,46136
9742,9742,9742,9742,9742,KS,Wathena city,47500
9743,9743,9743,9743,9743,KS,Waverly city,37969
9744,9744,9744,9744,9744,KS,Webber city,31250
9745,9745,9745,9745,9745,KS,Weir city,36250
9746,9746,9746,9746,9746,KS,Welda CDP,(X)
9747,9747,9747,9747,9747,KS,Wellington city,43369
9748,9748,9748,9748,9748,KS,Wellsville city,48350
9749,9749,9749,9749,9749,KS,Weskan CDP,56667
9750,9750,9750,9750,9750,KS,West Mineral city,34167
9751,9751,9751,9751,9751,KS,Westmoreland city,43269
9752,9752,9752,9752,9752,KS,Westphalia city,34625
9753,9753,9753,9753,9753,KS,Westwood city,82143
9754,9754,9754,9754,9754,KS,Westwood Hills city,124250
9755,9755,9755,9755,9755,KS,Wetmore city,43500
9756,9756,9756,9756,9756,KS,Wheaton city,74375
9757,9757,9757,9757,9757,KS,White City city,46250
9758,9758,9758,9758,9758,KS,White Cloud city,31528
9759,9759,9759,9759,9759,KS,Whitewater city,50156
9760,9760,9760,9760,9760,KS,Whiting city,34500
9761,9761,9761,9761,9761,KS,Wichita city,45947
9762,9762,9762,9762,9762,KS,Willard city,45000
9763,9763,9763,9763,9763,KS,Williamsburg city,40694
9764,9764,9764,9764,9764,KS,Willis city,50625
9765,9765,9765,9765,9765,KS,Willowbrook city,120000
9766,9766,9766,9766,9766,KS,Wilmore city,40625
9767,9767,9767,9767,9767,KS,Wilroads Gardens CDP,56696
9768,9768,9768,9768,9768,KS,Wilsey city,37500
9769,9769,9769,9769,9769,KS,Wilson city,39583
9770,9770,9770,9770,9770,KS,Winchester city,42813
9771,9771,9771,9771,9771,KS,Windom city,39375
9772,9772,9772,9772,9772,KS,Winfield city,41577
9773,9773,9773,9773,9773,KS,Winona city,58000
9774,9774,9774,9774,9774,KS,Woodbine city,50000
9775,9775,9775,9775,9775,KS,Woodston city,26786
9776,9776,9776,9776,9776,KS,Wright CDP,53906
9777,9777,9777,9777,9777,KS,Yates Center city,30433
9778,9778,9778,9778,9778,KS,Yoder CDP,93068
9779,9779,9779,9779,9779,KS,Zenda city,61250
9780,9780,9780,9780,9780,KS,Zurich city,31875
9781,9781,9781,9781,9781,KY,Adairville city,31495
9782,9782,9782,9782,9782,KY,Ages CDP,24179
9783,9783,9783,9783,9783,KY,Albany city,19238
9784,9784,9784,9784,9784,KY,Alexandria city,68200
9785,9785,9785,9785,9785,KY,Allen city,(X)
9786,9786,9786,9786,9786,KY,Allensville city,28125
9787,9787,9787,9787,9787,KY,Anchorage city,160000
9788,9788,9788,9788,9788,KY,Annville CDP,(X)
9789,9789,9789,9789,9789,KY,Anthoston CDP,(X)
9790,9790,9790,9790,9790,KY,Arjay CDP,12609
9791,9791,9791,9791,9791,KY,Arlington city,22202
9792,9792,9792,9792,9792,KY,Artemus CDP,52976
9793,9793,9793,9793,9793,KY,Ashland city,39208
9794,9794,9794,9794,9794,KY,Auburn city,28819
9795,9795,9795,9795,9795,KY,Audubon Park city,94943
9796,9796,9796,9796,9796,KY,Augusta city,31389
9797,9797,9797,9797,9797,KY,Auxier CDP,36103
9798,9798,9798,9798,9798,KY,Bancroft city,86875
9799,9799,9799,9799,9799,KY,Bandana CDP,36202
9800,9800,9800,9800,9800,KY,Barbourmeade city,94583
9801,9801,9801,9801,9801,KY,Barbourville city,31708
9802,9802,9802,9802,9802,KY,Bardstown city,35825
9803,9803,9803,9803,9803,KY,Bardwell city,29044
9804,9804,9804,9804,9804,KY,Barlow city,25000
9805,9805,9805,9805,9805,KY,Beattyville city,16250
9806,9806,9806,9806,9806,KY,Beaver Dam city,36786
9807,9807,9807,9807,9807,KY,Bedford city,20833
9808,9808,9808,9808,9808,KY,Beech Grove CDP,(X)
9809,9809,9809,9809,9809,KY,Beechmont CDP,34766
9810,9810,9810,9810,9810,KY,Beechwood Village city,69000
9811,9811,9811,9811,9811,KY,Belfry CDP,42188
9812,9812,9812,9812,9812,KY,Bellefonte city,112083
9813,9813,9813,9813,9813,KY,Bellemeade city,74167
9814,9814,9814,9814,9814,KY,Belleview CDP,55375
9815,9815,9815,9815,9815,KY,Bellevue city,52233
9816,9816,9816,9816,9816,KY,Bellewood city,106750
9817,9817,9817,9817,9817,KY,Benham city,35446
9818,9818,9818,9818,9818,KY,Benton city,38241
9819,9819,9819,9819,9819,KY,Berea city,39906
9820,9820,9820,9820,9820,KY,Berry city,55917
9821,9821,9821,9821,9821,KY,Betsy Layne CDP,(X)
9822,9822,9822,9822,9822,KY,Big Clifty CDP,40441
9823,9823,9823,9823,9823,KY,Blackey city,21382
9824,9824,9824,9824,9824,KY,Blaine city,24375
9825,9825,9825,9825,9825,KY,Blandville city,-
9826,9826,9826,9826,9826,KY,Bloomfield city,37917
9827,9827,9827,9827,9827,KY,Blue Ridge Manor city,54500
9828,9828,9828,9828,9828,KY,Bonnieville city,28906
9829,9829,9829,9829,9829,KY,Booneville city,12083
9830,9830,9830,9830,9830,KY,Boston CDP,55625
9831,9831,9831,9831,9831,KY,Bowling Green city,35604
9832,9832,9832,9832,9832,KY,Bradfordsville city,27500
9833,9833,9833,9833,9833,KY,Brandenburg city,38243
9834,9834,9834,9834,9834,KY,Breckinridge Center CDP,22247
9835,9835,9835,9835,9835,KY,Bremen city,33125
9836,9836,9836,9836,9836,KY,Briarwood city,45833
9837,9837,9837,9837,9837,KY,Brodhead city,20379
9838,9838,9838,9838,9838,KY,Broeck Pointe city,107917
9839,9839,9839,9839,9839,KY,Bromley city,35000
9840,9840,9840,9840,9840,KY,Brooks CDP,41215
9841,9841,9841,9841,9841,KY,Brooksville city,21786
9842,9842,9842,9842,9842,KY,Brownsboro Farm city,86000
9843,9843,9843,9843,9843,KY,Brownsboro Village city,72917
9844,9844,9844,9844,9844,KY,Brownsville city,21063
9845,9845,9845,9845,9845,KY,Buckhorn city,38750
9846,9846,9846,9846,9846,KY,Buckner CDP,115139
9847,9847,9847,9847,9847,KY,Buffalo CDP,50938
9848,9848,9848,9848,9848,KY,Burgin city,34688
9849,9849,9849,9849,9849,KY,Burkesville city,19403
9850,9850,9850,9850,9850,KY,Burlington CDP,69932
9851,9851,9851,9851,9851,KY,Burna CDP,52193
9852,9852,9852,9852,9852,KY,Burnside city,31196
9853,9853,9853,9853,9853,KY,Butler city,29375
9854,9854,9854,9854,9854,KY,Cadiz city,29565
9855,9855,9855,9855,9855,KY,Calhoun city,28750
9856,9856,9856,9856,9856,KY,California city,75625
9857,9857,9857,9857,9857,KY,Calvert City city,42604
9858,9858,9858,9858,9858,KY,Camargo city,36786
9859,9859,9859,9859,9859,KY,Cambridge city,51250
9860,9860,9860,9860,9860,KY,Campbellsburg city,41818
9861,9861,9861,9861,9861,KY,Campbellsville city,28673
9862,9862,9862,9862,9862,KY,Campton city,15357
9863,9863,9863,9863,9863,KY,Caneyville city,27946
9864,9864,9864,9864,9864,KY,Cannonsburg CDP,34815
9865,9865,9865,9865,9865,KY,Carlisle city,26607
9866,9866,9866,9866,9866,KY,Carrollton city,39784
9867,9867,9867,9867,9867,KY,Carrsville city,31000
9868,9868,9868,9868,9868,KY,Catlettsburg city,28165
9869,9869,9869,9869,9869,KY,Cave City city,29821
9870,9870,9870,9870,9870,KY,Cawood CDP,21071
9871,9871,9871,9871,9871,KY,Cayce CDP,66146
9872,9872,9872,9872,9872,KY,Cecilia CDP,(X)
9873,9873,9873,9873,9873,KY,Centertown city,34118
9874,9874,9874,9874,9874,KY,Central City city,33018
9875,9875,9875,9875,9875,KY,Cerulean CDP,31571
9876,9876,9876,9876,9876,KY,Chaplin CDP,31094
9877,9877,9877,9877,9877,KY,Clarkson city,22500
9878,9878,9878,9878,9878,KY,Claryville CDP,71677
9879,9879,9879,9879,9879,KY,Clay city,41199
9880,9880,9880,9880,9880,KY,Clay City city,16250
9881,9881,9881,9881,9881,KY,Cleaton CDP,(X)
9882,9882,9882,9882,9882,KY,Clinton city,25391
9883,9883,9883,9883,9883,KY,Cloverport city,24355
9884,9884,9884,9884,9884,KY,Coal Run Village city,37019
9885,9885,9885,9885,9885,KY,Coldiron CDP,(X)
9886,9886,9886,9886,9886,KY,Cold Spring city,63354
9887,9887,9887,9887,9887,KY,Coldstream city,82443
9888,9888,9888,9888,9888,KY,Columbia city,25433
9889,9889,9889,9889,9889,KY,Columbus city,36250
9890,9890,9890,9890,9890,KY,Combs CDP,28571
9891,9891,9891,9891,9891,KY,Concord city,(X)
9892,9892,9892,9892,9892,KY,Corbin city,29889
9893,9893,9893,9893,9893,KY,Corinth city,21786
9894,9894,9894,9894,9894,KY,Corydon city,39375
9895,9895,9895,9895,9895,KY,Covington city,35664
9896,9896,9896,9896,9896,KY,Coxton CDP,24125
9897,9897,9897,9897,9897,KY,Crab Orchard city,22072
9898,9898,9898,9898,9898,KY,Crayne CDP,58233
9899,9899,9899,9899,9899,KY,Creekside city,92188
9900,9900,9900,9900,9900,KY,Crescent Springs city,53405
9901,9901,9901,9901,9901,KY,Crestview city,53977
9902,9902,9902,9902,9902,KY,Crestview Hills city,71976
9903,9903,9903,9903,9903,KY,Crestwood city,82773
9904,9904,9904,9904,9904,KY,Crittenden city,42336
9905,9905,9905,9905,9905,KY,Crofton city,33646
9906,9906,9906,9906,9906,KY,Crossgate city,99286
9907,9907,9907,9907,9907,KY,Cumberland city,21863
9908,9908,9908,9908,9908,KY,Cunningham CDP,40278
9909,9909,9909,9909,9909,KY,Cynthiana city,27518
9910,9910,9910,9910,9910,KY,Danville city,37311
9911,9911,9911,9911,9911,KY,Dawson Springs city,24722
9912,9912,9912,9912,9912,KY,Dayton city,35794
9913,9913,9913,9913,9913,KY,Dexter CDP,70303
9914,9914,9914,9914,9914,KY,Diablock CDP,(X)
9915,9915,9915,9915,9915,KY,Dixon city,41809
9916,9916,9916,9916,9916,KY,Doe Valley CDP,66518
9917,9917,9917,9917,9917,KY,Douglass Hills city,66125
9918,9918,9918,9918,9918,KY,Dover city,44531
9919,9919,9919,9919,9919,KY,Drakesboro city,46250
9920,9920,9920,9920,9920,KY,Druid Hills city,101875
9921,9921,9921,9921,9921,KY,Dry Ridge city,34213
9922,9922,9922,9922,9922,KY,Dunmor CDP,23958
9923,9923,9923,9923,9923,KY,Dwale CDP,23750
9924,9924,9924,9924,9924,KY,Dycusburg city,-
9925,9925,9925,9925,9925,KY,Earlington city,37632
9926,9926,9926,9926,9926,KY,East Bernstadt CDP,29013
9927,9927,9927,9927,9927,KY,Eddyville city,28594
9928,9928,9928,9928,9928,KY,Edgewood city,85412
9929,9929,9929,9929,9929,KY,Edmonton city,21649
9930,9930,9930,9930,9930,KY,Ekron city,31300
9931,9931,9931,9931,9931,KY,Elizabethtown city,44568
9932,9932,9932,9932,9932,KY,Elizaville CDP,(X)
9933,9933,9933,9933,9933,KY,Elk Creek CDP,94688
9934,9934,9934,9934,9934,KY,Elkhorn City city,24758
9935,9935,9935,9935,9935,KY,Elkton city,29609
9936,9936,9936,9936,9936,KY,Elsmere city,46642
9937,9937,9937,9937,9937,KY,Eminence city,31856
9938,9938,9938,9938,9938,KY,Emlyn CDP,41250
9939,9939,9939,9939,9939,KY,Erlanger city,54964
9940,9940,9940,9940,9940,KY,Eubank city,28125
9941,9941,9941,9941,9941,KY,Evarts city,19844
9942,9942,9942,9942,9942,KY,Ewing city,30625
9943,9943,9943,9943,9943,KY,Ezel CDP,21250
9944,9944,9944,9944,9944,KY,Fairfield city,43542
9945,9945,9945,9945,9945,KY,Fairview CDP,69141
9946,9946,9946,9946,9946,KY,Fairview city,56406
9947,9947,9947,9947,9947,KY,Falmouth city,35313
9948,9948,9948,9948,9948,KY,Fancy Farm CDP,40781
9949,9949,9949,9949,9949,KY,Farley CDP,37633
9950,9950,9950,9950,9950,KY,Farmers CDP,26406
9951,9951,9951,9951,9951,KY,Farmington CDP,(X)
9952,9952,9952,9952,9952,KY,Ferguson city,37813
9953,9953,9953,9953,9953,KY,Fincastle city,75556
9954,9954,9954,9954,9954,KY,Flat Lick CDP,30793
9955,9955,9955,9955,9955,KY,Flatwoods city,41845
9956,9956,9956,9956,9956,KY,Fleming-Neon city,20917
9957,9957,9957,9957,9957,KY,Flemingsburg city,24535
9958,9958,9958,9958,9958,KY,Florence city,52053
9959,9959,9959,9959,9959,KY,Fordsville city,23750
9960,9960,9960,9960,9960,KY,Forest Hills city,65625
9961,9961,9961,9961,9961,KY,Fort Campbell North CDP,37941
9962,9962,9962,9962,9962,KY,Fort Knox CDP,51820
9963,9963,9963,9963,9963,KY,Fort Mitchell city,61090
9964,9964,9964,9964,9964,KY,Fort Thomas city,64146
9965,9965,9965,9965,9965,KY,Fort Wright city,65774
9966,9966,9966,9966,9966,KY,Fountain Run city,29375
9967,9967,9967,9967,9967,KY,Fox Chase city,77500
9968,9968,9968,9968,9968,KY,Francisville CDP,105029
9969,9969,9969,9969,9969,KY,Frankfort city,41401
9970,9970,9970,9970,9970,KY,Franklin city,31629
9971,9971,9971,9971,9971,KY,Fredonia city,43750
9972,9972,9972,9972,9972,KY,Freeburn CDP,(X)
9973,9973,9973,9973,9973,KY,Frenchburg city,17813
9974,9974,9974,9974,9974,KY,Fulton city,24943
9975,9975,9975,9975,9975,KY,Gamaliel city,29722
9976,9976,9976,9976,9976,KY,Garrison CDP,28261
9977,9977,9977,9977,9977,KY,Georgetown city,59661
9978,9978,9978,9978,9978,KY,Germantown city,50536
9979,9979,9979,9979,9979,KY,Ghent city,48409
9980,9980,9980,9980,9980,KY,Gilbertsville CDP,(X)
9981,9981,9981,9981,9981,KY,Glasgow city,27555
9982,9982,9982,9982,9982,KY,Glencoe city,49583
9983,9983,9983,9983,9983,KY,Glenview city,233036
9984,9984,9984,9984,9984,KY,Glenview Hills city,117500
9985,9985,9985,9985,9985,KY,Glenview Manor city,70417
9986,9986,9986,9986,9986,KY,Goose Creek city,84250
9987,9987,9987,9987,9987,KY,Goshen city,79559
9988,9988,9988,9988,9988,KY,Gracey CDP,-
9989,9989,9989,9989,9989,KY,Grand Rivers city,48750
9990,9990,9990,9990,9990,KY,Gratz city,27500
9991,9991,9991,9991,9991,KY,Graymoor-Devondale city,68241
9992,9992,9992,9992,9992,KY,Grayson city,34357
9993,9993,9993,9993,9993,KY,Greensburg city,26293
9994,9994,9994,9994,9994,KY,Green Spring city,93750
9995,9995,9995,9995,9995,KY,Greenup city,40000
9996,9996,9996,9996,9996,KY,Greenville city,39891
9997,9997,9997,9997,9997,KY,Guthrie city,25882
9998,9998,9998,9998,9998,KY,Hanson city,42333
9999,9999,9999,9999,9999,KY,Hardin city,27266
10000,10000,10000,10000,10000,KY,Hardinsburg city,40045
10001,10001,10001,10001,10001,KY,Hardyville CDP,53438
10002,10002,10002,10002,10002,KY,Harlan city,25769
10003,10003,10003,10003,10003,KY,Harrodsburg city,30240
10004,10004,10004,10004,10004,KY,Hartford city,32411
10005,10005,10005,10005,10005,KY,Hawesville city,42865
10006,10006,10006,10006,10006,KY,Hazard city,31714
10007,10007,10007,10007,10007,KY,Hazel city,36250
10008,10008,10008,10008,10008,KY,Hazel Green CDP,26728
10009,10009,10009,10009,10009,KY,Hebron CDP,72389
10010,10010,10010,10010,10010,KY,Hebron Estates city,61339
10011,10011,10011,10011,10011,KY,Henderson city,34879
10012,10012,10012,10012,10012,KY,Hendron CDP,52448
10013,10013,10013,10013,10013,KY,Heritage Creek city,58194
10014,10014,10014,10014,10014,KY,Hickman city,19348
10015,10015,10015,10015,10015,KY,Hickory CDP,36042
10016,10016,10016,10016,10016,KY,Hickory Hill city,88125
10017,10017,10017,10017,10017,KY,High Bridge CDP,58968
10018,10018,10018,10018,10018,KY,Highland Heights city,51806
10019,10019,10019,10019,10019,KY,Hills and Dales city,118750
10020,10020,10020,10020,10020,KY,Hillview city,46477
10021,10021,10021,10021,10021,KY,Hindman city,23250
10022,10022,10022,10022,10022,KY,Hiseville CDP,29531
10023,10023,10023,10023,10023,KY,Hodgenville city,29698
10024,10024,10024,10024,10024,KY,Hollow Creek city,73438
10025,10025,10025,10025,10025,KY,Hollyvilla city,37500
10026,10026,10026,10026,10026,KY,Hopkinsville city,34614
10027,10027,10027,10027,10027,KY,Horse Cave city,24167
10028,10028,10028,10028,10028,KY,Houston Acres city,62375
10029,10029,10029,10029,10029,KY,Hunters Hollow city,55625
10030,10030,10030,10030,10030,KY,Hurstbourne city,107991
10031,10031,10031,10031,10031,KY,Hurstbourne Acres city,52011
10032,10032,10032,10032,10032,KY,Hustonville city,32115
10033,10033,10033,10033,10033,KY,Hyden city,20417
10034,10034,10034,10034,10034,KY,Independence city,65653
10035,10035,10035,10035,10035,KY,Indian Hills city,148750
10036,10036,10036,10036,10036,KY,Inez city,22500
10037,10037,10037,10037,10037,KY,Ironville CDP,(X)
10038,10038,10038,10038,10038,KY,Irvine city,21875
10039,10039,10039,10039,10039,KY,Irvington city,27083
10040,10040,10040,10040,10040,KY,Island city,35938
10041,10041,10041,10041,10041,KY,Jackson city,25217
10042,10042,10042,10042,10042,KY,Jamestown city,22083
10043,10043,10043,10043,10043,KY,Jeff CDP,(X)
10044,10044,10044,10044,10044,KY,Jeffersontown city,61069
10045,10045,10045,10045,10045,KY,Jeffersonville city,28293
10046,10046,10046,10046,10046,KY,Jenkins city,29211
10047,10047,10047,10047,10047,KY,Junction City city,31766
10048,10048,10048,10048,10048,KY,Kenton Vale city,35938
10049,10049,10049,10049,10049,KY,Kenvir CDP,14464
10050,10050,10050,10050,10050,KY,Kevil city,40781
10051,10051,10051,10051,10051,KY,Kingsley city,93194
10052,10052,10052,10052,10052,KY,Kuttawa city,51344
10053,10053,10053,10053,10053,KY,La Center city,32083
10054,10054,10054,10054,10054,KY,LaFayette city,32500
10055,10055,10055,10055,10055,KY,La Grange city,54696
10056,10056,10056,10056,10056,KY,Lakeside Park city,61319
10057,10057,10057,10057,10057,KY,Lakeview Heights city,88750
10058,10058,10058,10058,10058,KY,Lancaster city,29542
10059,10059,10059,10059,10059,KY,Langdon Place city,91250
10060,10060,10060,10060,10060,KY,Lawrenceburg city,51303
10061,10061,10061,10061,10061,KY,Lebanon city,25559
10062,10062,10062,10062,10062,KY,Lebanon Junction city,43750
10063,10063,10063,10063,10063,KY,Ledbetter CDP,42257
10064,10064,10064,10064,10064,KY,Leitchfield city,27910
10065,10065,10065,10065,10065,KY,Lewisburg city,32500
10066,10066,10066,10066,10066,KY,Lewisport city,41023
10067,10067,10067,10067,10067,KY,Lexington-Fayette urban county,49778
10068,10068,10068,10068,10068,KY,Liberty city,22788
10069,10069,10069,10069,10069,KY,Lincolnshire city,70000
10070,10070,10070,10070,10070,KY,Livermore city,32714
10071,10071,10071,10071,10071,KY,Livingston city,12115
10072,10072,10072,10072,10072,KY,London city,31178
10073,10073,10073,10073,10073,KY,Loretto city,38750
10074,10074,10074,10074,10074,KY,Louisa city,22667
10075,10075,10075,10075,10075,KY,Louisville/Jefferson County metro government (balance),45762
10076,10076,10076,10076,10076,KY,Lovelaceville CDP,21953
10077,10077,10077,10077,10077,KY,Lowes CDP,(X)
10078,10078,10078,10078,10078,KY,Loyall city,23839
10079,10079,10079,10079,10079,KY,Ludlow city,44246
10080,10080,10080,10080,10080,KY,Lynch city,35855
10081,10081,10081,10081,10081,KY,Lyndon city,50708
10082,10082,10082,10082,10082,KY,Lynnview city,48347
10083,10083,10083,10083,10083,KY,McCarr CDP,65833
10084,10084,10084,10084,10084,KY,McDowell CDP,37560
10085,10085,10085,10085,10085,KY,Maceo CDP,42344
10086,10086,10086,10086,10086,KY,McHenry city,37083
10087,10087,10087,10087,10087,KY,McKee city,17286
10088,10088,10088,10088,10088,KY,McKinney CDP,(X)
10089,10089,10089,10089,10089,KY,Mackville city,50000
10090,10090,10090,10090,10090,KY,McRoberts CDP,33854
10091,10091,10091,10091,10091,KY,Madisonville city,41038
10092,10092,10092,10092,10092,KY,Magnolia CDP,53750
10093,10093,10093,10093,10093,KY,Manchester city,21731
10094,10094,10094,10094,10094,KY,Manitou CDP,(X)
10095,10095,10095,10095,10095,KY,Manor Creek city,121875
10096,10096,10096,10096,10096,KY,Marion city,28909
10097,10097,10097,10097,10097,KY,Marrowbone CDP,(X)
10098,10098,10098,10098,10098,KY,Martin city,18333
10099,10099,10099,10099,10099,KY,Maryhill Estates city,134375
10100,10100,10100,10100,10100,KY,Masonville CDP,68618
10101,10101,10101,10101,10101,KY,Massac CDP,47167
10102,10102,10102,10102,10102,KY,Mayfield city,25916
10103,10103,10103,10103,10103,KY,Mayking CDP,54602
10104,10104,10104,10104,10104,KY,Mays Lick CDP,26932
10105,10105,10105,10105,10105,KY,Maysville city,29773
10106,10106,10106,10106,10106,KY,Maytown CDP,48992
10107,10107,10107,10107,10107,KY,Meadowbrook Farm city,51250
10108,10108,10108,10108,10108,KY,Meadow Vale city,67125
10109,10109,10109,10109,10109,KY,Meadowview Estates city,41364
10110,10110,10110,10110,10110,KY,Melbourne city,60833
10111,10111,10111,10111,10111,KY,Mentor city,54000
10112,10112,10112,10112,10112,KY,Middlesborough city,22090
10113,10113,10113,10113,10113,KY,Middletown city,65041
10114,10114,10114,10114,10114,KY,Midway city,52117
10115,10115,10115,10115,10115,KY,Millersburg city,40750
10116,10116,10116,10116,10116,KY,Millstone CDP,-
10117,10117,10117,10117,10117,KY,Milton city,30903
10118,10118,10118,10118,10118,KY,Mockingbird Valley city,"250,000+"
10119,10119,10119,10119,10119,KY,Monterey city,40625
10120,10120,10120,10120,10120,KY,Monticello city,25731
10121,10121,10121,10121,10121,KY,Moorland city,50625
10122,10122,10122,10122,10122,KY,Morehead city,36026
10123,10123,10123,10123,10123,KY,Morganfield city,31721
10124,10124,10124,10124,10124,KY,Morgantown city,14254
10125,10125,10125,10125,10125,KY,Mortons Gap city,30060
10126,10126,10126,10126,10126,KY,Mount Olivet city,19191
10127,10127,10127,10127,10127,KY,Mount Sterling city,40754
10128,10128,10128,10128,10128,KY,Mount Vernon city,20651
10129,10129,10129,10129,10129,KY,Mount Washington city,62030
10130,10130,10130,10130,10130,KY,Muldraugh city,23889
10131,10131,10131,10131,10131,KY,Munfordville city,21800
10132,10132,10132,10132,10132,KY,Murray city,26005
10133,10133,10133,10133,10133,KY,Murray Hill city,48000
10134,10134,10134,10134,10134,KY,Nebo city,48750
10135,10135,10135,10135,10135,KY,New Castle city,25000
10136,10136,10136,10136,10136,KY,New Haven city,35500
10137,10137,10137,10137,10137,KY,New Hope CDP,34000
10138,10138,10138,10138,10138,KY,Newport city,34734
10139,10139,10139,10139,10139,KY,Nicholasville city,45026
10140,10140,10140,10140,10140,KY,Norbourne Estates city,139750
10141,10141,10141,10141,10141,KY,North Corbin CDP,35363
10142,10142,10142,10142,10142,KY,Northfield city,87321
10143,10143,10143,10143,10143,KY,North Middletown city,47000
10144,10144,10144,10144,10144,KY,Nortonville city,30417
